"State","County","HPI","Personal_Income","Poverty_Percentage","Population","HighSchoolLess","HighSchoolOnly","SomeCollege","BachelorAndHigher","Unemployment_Rate"
"MT","Richland","355.71",64486,8.8,10803,7.7,35.2,38.2,18.9,2.7
"MT","Sanders","184.92",36296,16.7,12113,11.2,41.9,29.1,17.9,5.9
"MT","Silver Bow","195.42",49285,15.3,34915,7.5,32,33.3,27.2,3.8
"MT","Stillwater","179.58",53913,9.3,9642,6,35.5,33.4,25,3.1
"MT","Sweet Grass","166.96",48591,10.3,3737,5.4,36.6,32.6,25.4,2.8
"MT","Teton","179.41",49840,13.5,6147,8,31.8,35.3,24.9,3.3
"MT","Toole","188.23",56222,15.8,4736,11.2,40,33.5,15.2,2.4
"MT","Valley","252.62",47831,12.8,7396,6.1,34.5,37.9,21.5,3.2
"MT","Yellowstone","201.45",54069,11.3,161300,5.9,30.2,31.8,32.1,3.2
"NE","Adams","163.34",50399,10.6,31363,10,28.1,37.6,24.3,3.2
"NE","Antelope","167.63",54945,12.2,6298,7,33.8,40.8,18.4,2.6
"NE","Box Butte","160.91",50518,10.3,10783,9.3,33,40.5,17.1,3.2
"NE","Buffalo","175.14",57453,11.6,49659,6.9,25.6,32.9,34.6,2.6
"NE","Burt","159.56",50943,10.1,6459,8.7,35.7,34.2,21.3,3.4
"NE","Butler","198.39",50050,8.2,8016,7,37.6,34.1,21.4,2.6
"NE","Cass","151.43",53422,5.3,26248,5.6,29.9,36.8,27.7,3.3
"NE","Cedar","187.07",50992,8.6,8402,7.5,35.4,36.1,21,2.5
"NE","Cheyenne","137.02",49384,10.1,8910,6.4,27.6,40.6,25.4,3.7
"NE","Clay","199.42",51362,10.6,6203,8.5,34.4,37.2,19.9,3.2
"NE","Colfax","171.33",44785,8.2,10709,30.7,28.9,24.9,15.4,2.7
"NE","Cuming","177.19",67977,8.9,8846,11.6,35.1,29.5,23.8,2.7
"NE","Custer","199.46",49091,11.8,10777,6.6,30,39.4,24,2.4
"NE","Dakota","159.09",43872,10.6,20026,23.5,35.3,28.2,13,3.9
"NE","Dawes","197.18",38564,16.4,8589,3.9,25.7,33.5,36.9,2.9
"NE","Dawson","165.67",46256,11.9,23595,22,31.6,30.6,15.8,3
"NE","Dodge","154.02",48123,9.5,36565,11.1,35.2,34.8,19,2.9
"NE","Douglas","156.71",63853,10.2,571327,9.4,21.4,29.5,39.7,3.3
"NE","Fillmore","152.20",59979,8.5,5462,7.9,33.5,37.2,21.4,2.6
"NE","Gage","153.05",49057,11.2,21513,10,35.7,33.5,20.8,3.6
"NE","Hall","172.40",45112,10.2,61353,15.4,31.3,31.8,21.5,3.5
"NE","Hamilton","184.13",56372,6.5,9324,4.9,30,40.1,25,3
"NE","Holt","160.67",54796,11.1,10067,6.5,33,38.1,22.4,2.6
"NE","Howard","161.25",46471,10.1,6445,5.1,36.2,37.5,21.1,3.5
"NE","Jefferson","141.10",50079,9.5,7046,8.9,37.3,36,17.8,2.7
"NE","Kearney","175.25",56230,7.7,6495,3.6,29.2,40.6,26.7,2.3
"NE","Keith","160.01",48533,11.1,8034,8.5,31.7,39.3,20.5,3.2
"NE","Kimball","164.14",44484,12.2,3632,11.3,36.3,36.3,16.1,3
"NE","Lancaster","159.62",50743,10.7,319090,6.3,21.5,32.6,39.5,2.8
"NE","Lincoln","158.75",49052,10.8,34914,6.5,28.5,41.8,23.2,3.5
"NE","Madison","177.42",51785,10.2,35099,9.6,30.4,37,23,2.8
"NE","Merrick","187.42",47637,11,7755,5.8,35.3,41.1,17.8,3.2
"NE","Otoe","148.36",55284,8.3,16012,7.2,35.3,34,23.4,3.2
"NE","Phelps","160.68",54249,10,9034,6.7,29.9,39.9,23.5,2.6
"NE","Pierce","182.59",56236,9.3,7148,4.6,33.3,39,23.2,2.7
"NE","Platte","176.09",48102,9,33470,11.1,29.8,37.4,21.8,2.9
"NE","Polk","195.77",53462,6.9,5213,8.6,31,38.5,21.8,2.8
"NE","Red Willow","178.01",47027,12,10724,7.5,32.6,40.8,19.1,2.8
"NE","Saline","154.69",44351,9.2,14224,16.5,33.3,32.4,17.8,3.2
"NE","Sarpy","149.67",52190,5.9,187196,4.5,21.7,34,39.8,2.9
"NE","Saunders","167.37",53427,6.9,21578,6.8,31,36.8,25.4,2.8
"NE","Scotts Bluff","160.43",45992,13,35618,12,28.7,36.4,22.9,3.7
"NE","Seward","162.86",52487,7.2,17284,6,28.6,36.5,28.9,2.9
"NE","Stanton","189.43",45869,7,5920,6.3,31.6,44.2,17.8,2.6
"NE","Washington","153.77",57962,6.8,20729,4.4,31.6,34,29.9,2.9
"NE","Wayne","145.90",44879,11.8,9385,4,27.5,36.1,32.4,2.6
"NE","York","168.35",51573,9.4,13679,6.4,27.9,37.3,28.4,2.7
"NV","Churchill","189.82",45219,11.7,24909,8.4,31.6,41.2,18.8,3.5
"NV","Clark","192.03",48806,13.3,2266715,13.9,28.5,33.1,24.5,4
"NV","Douglas","216.49",75635,8.1,48905,6.8,24.4,39.4,29.4,3.9
"NV","Elko","185.51",48584,11,52778,13.7,32.8,37,16.6,3
"NV","Humboldt","201.94",49228,11,16831,17.6,30.8,34.8,16.8,2.9
"NV","Lander","247.95",69293,10.9,5532,11.7,38,37.9,12.4,3.2
"NV","Lyon","195.22",39650,10.2,57510,13.1,32.8,39.6,14.4,4.7
"NV","Nye","154.85",39431,16.1,46523,13.9,38.9,36.4,10.7,5.1
"NV","Pershing","167.72",32859,17.6,6725,19.1,37.2,32.6,11.1,4
"NV","Storey","197.21",59628,7,4123,6.4,27.8,34.5,31.4,3.7
"NV","Washoe","214.42",63360,10.7,471519,11.4,23.5,34.3,30.8,3.2
"NV","White Pine","254.55",46761,13.7,9580,11.9,41.5,33.4,13.2,3
"NH","Belknap","181.67",63308,8.6,61303,6.8,29.5,31.2,32.6,2.5
"NH","Carroll","186.84",60157,9,48910,5.8,29.5,30.4,34.3,2.5
"NH","Cheshire","159.43",53141,9.7,76085,6.6,31.4,28.8,33.1,2.6
"NH","Coos","157.44",44399,13.9,31563,12.2,39,30.6,18.2,3.2
"NH","Grafton","180.96",63319,9.2,89886,7.2,26.5,25.7,40.6,2.2
"NH","Hillsborough","171.90",63218,7.5,417025,7.9,25.8,28.2,38.1,2.6
"NH","Merrimack","171.71",59593,6.4,151391,6.8,27.7,29.9,35.6,2.3
"NH","Rockingham","176.32",76902,5.1,309769,4.9,25.4,28.3,41.4,2.7
"NH","Strafford","171.27",52387,8.8,130633,7.2,27.6,29.4,35.8,2.3
"NH","Sullivan","168.96",54115,10.1,43146,8.8,36.4,26.7,28.1,2.3
"NJ","Atlantic","153.70",50631,11.3,263670,13,32,26.9,28.1,5.1
"NJ","Bergen","175.13",89456,5.7,932202,7.5,22.7,20.5,49.3,2.9
"NJ","Burlington","157.41",63605,5.7,445349,6.3,28.1,27.6,38,3.3
"NJ","Camden","162.49",55780,10.7,506471,11.3,29.5,26.7,32.5,4
"NJ","Cape May","196.91",62734,9.8,92039,7.5,32,27.7,32.8,7.2
"NJ","Cumberland","149.38",41237,13.8,149527,20.6,39.4,24.4,15.6,5.5
"NJ","Essex","189.99",67657,13.8,798975,13.9,28,22.6,35.5,4.5
"NJ","Gloucester","151.40",56499,7.5,291636,7.1,32,27.9,33,3.7
"NJ","Hudson","234.98",69406,13.7,672391,15.2,25.1,17.4,42.3,3.3
"NJ","Hunterdon","141.10",92291,4,124371,5,21,21.3,52.7,2.8
"NJ","Mercer","156.13",71790,11.9,367430,11.5,24.6,21.3,42.6,3.2
"NJ","Middlesex","180.55",63457,8.5,825062,10.2,25.3,21,43.6,3.1
"NJ","Monmouth","186.58",82551,6.2,618795,6.6,23.4,24,46,3.2
"NJ","Morris","158.80",101646,5.3,491845,5.5,20.1,20.4,54.1,2.8
"NJ","Ocean","190.71",53139,9,607186,8,34,28,30,3.7
"NJ","Passaic","162.66",52129,13.3,501826,16.3,34.5,21,28.2,4.3
"NJ","Salem","138.27",50203,11.4,62385,11.2,38.4,29.4,21,4.8
"NJ","Somerset","161.29",109916,5.4,328934,5.5,20.3,19.6,54.7,3
"NJ","Sussex","144.05",63784,5.2,140488,5.1,30.6,28.2,36.1,3.4
"NJ","Union","180.05",70865,9.1,556341,13.6,28.6,21.8,36,3.7
"NJ","Warren","133.53",57854,7.1,105267,8.5,30.6,27.9,33,3.3
"NM","Bernalillo","158.50",45431,15.5,679121,11.1,23.2,31.3,34.4,4.4
"NM","Chaves","168.93",41746,18.1,64615,21.8,27.7,32.5,18,4.9
"NM","Cibola","154.14",29384,25.5,26675,17,32.2,36.6,14.2,6.3
"NM","Colfax","139.60",42497,17,11941,11.8,29.4,37.1,21.7,4.7
"NM","Curry","171.97",44914,18.7,48954,18.1,26.7,36,19.2,4.1
"NM","Eddy","233.48",59661,11.2,58460,15.6,36.6,31.6,16.2,3.1
"NM","Grant","144.05",42959,18.1,26998,12.5,26.5,32.2,28.8,4.8
"NM","Lea","242.29",49039,15.1,71070,25.7,31.5,29.2,13.6,3.9
"NM","Lincoln","162.82",42900,13.7,19572,10.5,29.9,33.9,25.8,4.6
"NM","Los Alamos","143.64",73821,3.5,19369,2.4,8.8,21.4,67.4,3.2
"NM","Luna","133.44",33927,23.8,23709,30.2,34.4,22.9,12.5,12.2
"NM","Otero","143.38",35889,20.1,67490,16.6,27.3,38.7,17.5,4.9
"NM","Rio Arriba","135.56",36100,22.2,38921,13.6,32.2,35,19.3,5.3
"NM","Roosevelt","160.15",43330,18.8,18500,20,28.1,28,23.9,4.5
"NM","Sandoval","150.67",43125,10,146748,10.1,25.5,34,30.5,4.8
"NM","San Juan","147.47",35999,19.9,123958,15.1,30.5,39.5,14.9,5.7
"NM","San Miguel","135.43",36105,23.8,27277,16.7,27.6,34.2,21.4,5.8
"NM","Santa Fe","170.02",60276,12.4,150358,10.7,22.3,26,41,3.9
"NM","Sierra","160.37",42255,27.6,10791,16,28.6,34.2,21.1,6.8
"NM","Socorro","145.79",35867,26,16637,18.2,37.4,22.4,22,5.8
"NM","Taos","153.17",38810,18.2,32723,9.9,28.2,33.2,28.7,6
"NM","Torrance","123.74",33446,21.6,15461,15.4,37.7,32,14.8,6.8
"NM","Valencia","141.77",34964,17.6,76688,15.5,33,32.9,18.5,5.3
"NY","Albany","179.32",63037,11.7,305506,7.9,23,27.4,41.8,3.6
"NY","Allegany","133.05",36164,17.9,46091,9.2,36.7,33.3,20.9,5.5
"NY","Bronx","234.76",39711,26.2,1418207,27.2,27.9,24.8,20.1,5.4
"NY","Broome","152.58",46361,17.8,190488,9.3,31.5,30.8,28.4,4.7
"NY","Cattaraugus","153.44",41774,14.7,76117,11.2,39.2,30.6,19.1,5.1
"NY","Cayuga","169.71",44520,13.8,76576,12.2,33.3,31.9,22.6,4.3
"NY","Chautauqua","147.87",42355,16.3,126903,11.2,35.5,31.1,22.2,4.7
"NY","Chemung","145.76",46421,14.1,83456,9.7,35.3,31.7,23.3,4.2
"NY","Chenango","185.71",44146,13.7,47207,11.9,39,30.5,18.7,4.4
"NY","Clinton","170.79",45112,14.8,80485,12.4,37.7,27.1,22.9,4.4
"NY","Columbia","179.36",58123,10.1,59461,9.7,30,27.7,32.7,3.2
"NY","Cortland","149.67",42252,17.3,47581,9.3,32.1,30.7,28,4.9
"NY","Delaware","153.02",42220,12.6,44135,11.1,37.6,28.8,22.6,4.7
"NY","Dutchess","158.27",58478,8.6,294218,8.9,26.8,29.2,35,3.6
"NY","Erie","181.09",53498,13.3,918702,8.2,27.6,29.9,34.4,4.3
"NY","Essex","183.10",48181,12.4,36885,8.5,34.4,30.2,26.8,4.7
"NY","Franklin","175.03",39649,18.1,50022,12.6,37.7,30.6,19.1,4.9
"NY","Fulton","175.56",45459,16.4,53383,12.7,35.7,33.4,18.2,5
"NY","Genesee","153.12",46181,10.5,57280,7.8,36,34,22.3,3.9
"NY","Greene","178.52",49100,12.6,47188,13.3,38.7,25.9,22.1,4.5
"NY","Herkimer","163.22",43479,13.7,61319,10.2,36.9,31.4,21.5,4.9
"NY","Jefferson","189.34",49365,14.6,109834,9,34.7,34.1,22.2,5.6
"NY","Kings","293.96",56080,17.7,2559903,17.6,25.7,19.2,37.5,4.1
"NY","Livingston","155.33",48268,13.8,62914,9.4,31.9,32.2,26.5,4.2
"NY","Madison","161.01",45794,9.8,70941,8,34.8,31,26.2,4.5
"NY","Monroe","146.46",55034,12.7,741770,9.6,23.4,28.4,38.6,4.2
"NY","Montgomery","172.34",43272,15.9,49221,13.2,35.4,33.6,17.8,5.1
"NY","Nassau","200.51",93241,5.6,1356924,8.6,22.7,22.8,46,3.4
"NY","Niagara","169.14",47207,12.4,209281,8.8,33.2,33.4,24.6,5
"NY","Oneida","175.37",46867,14.6,228671,11.5,31.9,30.9,25.7,4.3
"NY","Onondaga","161.85",55564,13.8,460528,9,25.4,29.7,35.9,3.9
"NY","Ontario","154.91",55541,8.1,109777,6.1,26.4,31.2,36.3,3.9
"NY","Orange","160.53",53656,12.3,384940,10.3,29.3,30.2,30.3,3.8
"NY","Orleans","149.55",41050,13.2,40352,12.3,38.3,33.2,16.2,4.7
"NY","Oswego","146.65",42025,15.6,117124,11.8,37.5,31.7,19,5.4
"NY","Otsego","175.04",45774,16.2,59493,8.3,31.3,29.4,31.1,4.2
"NY","Putnam","147.83",69365,5.2,98320,7,27.1,26.3,39.6,3.7
"NY","Queens","272.94",53008,11,2253858,18,27.5,22.3,32.2,3.5
"NY","Rensselaer","173.03",51356,11.5,158714,8.1,29,30.9,32,3.8
"NY","Richmond","236.27",58890,9.1,476143,11.3,30.4,24.5,33.9,3.9
"NY","Rockland","169.89",63167,12.5,325789,11.8,22.5,24.6,41.1,3.6
"NY","Saratoga","194.36",72757,6,229863,6,24.9,27.8,41.4,3.4
"NY","Schenectady","175.12",51697,12.1,155299,9.3,29.5,29.1,32.1,3.8
"NY","Schuyler","213.29",43262,15.7,17807,9.6,33.5,33.5,23.5,4.7
"NY","Seneca","164.68",40534,13.7,34016,15.2,35.2,28.5,21.1,3.8
"NY","Steuben","146.14",47212,15,95379,9.5,36.7,30.1,23.6,4.6
"NY","Suffolk","192.60",71911,6.8,1476601,9.4,27.3,26.9,36.3,3.7
"NY","Sullivan","154.71",48753,16.1,75432,13.3,33.8,28.2,24.8,4
"NY","Tioga","166.75",46969,9.4,48203,8.8,35.9,29.2,26,4.1
"NY","Tompkins","197.72",46496,16.9,102180,5.6,19,21.9,53.5,3.6
"NY","Ulster","183.99",53006,12,177573,9.3,29.7,28.6,32.5,3.8
"NY","Warren","183.91",55181,10.1,63944,8.1,30.6,30,31.3,4.6
"NY","Washington","170.68",42181,11.9,61204,12.1,38.7,28.6,20.5,4.1
"NY","Wayne","149.79",47886,11.4,89918,10.8,33.7,32.8,22.6,4
"NY","Westchester","173.61",113477,8.4,967506,11.9,19.2,19.9,48.9,3.8
"NY","Wyoming","159.80",43176,9.9,39859,10.1,40,32.2,17.7,4.4
"NY","Yates","187.40",40877,13.9,24913,13.6,32.6,28.5,25.2,3.7
"NC","Alamance","126.21",41193,14.6,169509,13.7,27.7,33.8,24.8,3.8
"NC","Alexander","135.92",37622,11.7,37497,17.6,38.7,29.5,14.2,3.3
"NC","Alleghany","147.21",38514,16.9,11137,22.5,29,31.2,17.3,4.8
"NC","Ashe","151.07",36426,14.6,27203,14.9,31.8,33.7,19.7,3.7
"NC","Avery","145.09",36748,16.4,17557,16.4,30.2,32.7,20.7,3.7
"NC","Beaufort","139.83",43743,17.6,46994,12.3,32.5,34.6,20.6,4.6
"NC","Bertie","137.25",37424,24.2,18947,21.6,38.1,26.6,13.6,4.8
"NC","Bladen","128.67",36312,21.2,32722,18.7,33.4,32.1,15.8,4.8
"NC","Brunswick","172.07",44129,10.2,142820,8.7,27.9,33.5,29.9,5.2
"NC","Buncombe","209.62",50690,12.2,261191,8.9,23.2,27.7,40.1,3
"NC","Burke","135.59",36212,18.4,90485,18.4,31.4,33.8,16.4,3.7
"NC","Cabarrus","151.04",46615,7.9,216453,10.1,25.2,32.5,32.3,3.6
"NC","Caldwell","132.56",36609,12,82178,20,32.5,31.7,15.7,4.1
"NC","Camden","162.29",46366,7.6,10867,13.5,29.4,40,17.1,3.9
"NC","Carteret","176.97",51582,10.4,69473,8.4,25.6,36.9,29.1,4.2
"NC","Caswell","128.54",36153,16.2,22604,19.6,33.6,30.9,15.9,4.5
"NC","Catawba","134.80",46367,13.3,159551,14.1,30,33.3,22.6,3.6
"NC","Chatham","157.57",64807,8.7,74470,11.1,21.2,25.4,42.4,3.4
"NC","Cherokee","142.18",33402,17.7,28612,12.8,33.8,34.3,19,4.5
"NC","Chowan","152.07",42314,18.5,13943,13.2,33.4,31.7,21.7,4.7
"NC","Clay","136.28",34391,14,11231,11.8,33.4,31.1,23.7,4.5
"NC","Cleveland","135.75",38644,19,97947,15.8,34.4,32.3,17.6,4
"NC","Columbus","120.01",33743,22.3,55508,17,36.3,32.8,13.8,4.9
"NC","Craven","141.92",46446,13.8,102139,11.2,26,37.5,25.3,4.1
"NC","Cumberland","126.01",40233,18,335509,9,25.9,39.5,25.5,5.1
"NC","Currituck","168.67",47767,8.8,27763,9.5,28.8,38.3,23.5,3.6
"NC","Dare","194.12",57688,8.9,37009,5.8,22.8,36.7,34.7,4.7
"NC","Davidson","126.40",40876,15.2,167609,16.1,32.8,32.6,18.5,3.7
"NC","Davie","130.97",49508,10.9,42846,12.2,32,31.8,24,3.4
"NC","Duplin","124.79",35208,17.7,58741,24,31.8,32,12.1,4.1
"NC","Durham","176.60",51713,14,321488,11.6,17.7,22.4,48.2,3.4
"NC","Edgecombe","119.39",36814,21,51472,18.9,37.5,30.1,13.6,5.9
"NC","Forsyth","134.28",49247,15.2,382295,10.8,25.7,29.5,34,3.7
"NC","Franklin","141.22",37089,11.6,69685,13.8,29.8,34.4,22,4
"NC","Gaston","148.88",41506,11.6,224529,15.2,30.7,32.9,21.2,3.9
"NC","Gates","149.37",38851,14.7,11562,10.9,37.9,36.8,14.3,4.1
"NC","Graham","134.08",35040,16.8,8441,18.1,36.3,32.7,12.9,5.4
"NC","Granville","132.28",39610,14.6,60443,15.7,30.6,31.2,22.5,3.4
"NC","Greene","141.35",32904,20.2,21069,25,32.9,31.1,11,3.8
"NC","Guilford","130.77",47546,16,537174,10.9,23.3,29.8,36,4.1
"NC","Halifax","131.62",37854,23.8,50010,21.4,37.2,27,14.4,5.7
"NC","Harnett","139.99",35484,15.6,135976,12.5,29.9,35.7,21.9,4.6
"NC","Haywood","157.33",41798,10.6,62317,12,26.4,35.7,26,3.4
"NC","Henderson","174.46",45342,10.6,117417,10.1,24.2,34,31.8,3.3
"NC","Hertford","126.36",33251,23,23677,19.2,32.7,33.2,14.9,5.2
"NC","Hoke","140.95",32574,16.9,55234,12.9,28.7,40.6,17.7,4.9
"NC","Iredell","145.67",52423,8.2,181806,10.7,28.3,32.6,28.4,3.6
"NC","Jackson","146.39",34860,19.3,43938,10.6,26.8,32.2,30.4,4.1
"NC","Johnston","143.06",41327,12.5,209339,13.1,27.8,36.2,22.9,3.6
"NC","Jones","122.41",42024,18.8,9419,18.9,34.4,34.6,12.2,3.9
"NC","Lee","137.97",42021,14.2,61779,16.5,26.8,35.1,21.5,4.5
"NC","Lenoir","110.78",41752,23.1,55949,20.3,31.9,32.8,14.9,3.8
"NC","Lincoln","154.72",47178,9,86111,12.1,31.1,33.8,23,3.5
"NC","McDowell","152.55",35227,13.6,45756,16.1,32.4,34.1,17.4,3.8
"NC","Macon","144.32",40848,14.3,35858,10.7,31,34.4,23.8,3.9
"NC","Madison","159.43",35729,14.6,21755,13,31.3,27.2,28.5,3.6
"NC","Martin","123.53",35541,20.6,22440,16.6,33.9,33.1,16.4,5.1
"NC","Mecklenburg","179.51",62890,10.3,1110356,9.7,17,27.9,45.4,3.6
"NC","Mitchell","147.46",36684,14.8,14964,14.8,33,31.7,20.5,4.6
"NC","Montgomery","150.47",36181,16.1,27173,20.5,34.6,29.3,15.7,4
"NC","Moore","149.07",51913,11.3,100880,9.3,21.6,31.6,37.4,3.8
"NC","Nash","115.94",43971,16.4,94298,14.4,33.7,31.1,20.8,4.8
"NC","New Hanover","174.43",48029,13,234473,6.8,21.3,31.3,40.6,3.6
"NC","Northampton","132.83",36597,21.6,19483,19.6,38.5,28.1,13.8,5.2
"NC","Onslow","157.06",47525,12.5,197938,8.5,30,38.6,22.9,4.6
"NC","Orange","166.33",65185,13.4,148476,7.3,13.6,19.4,59.7,3.3
"NC","Pamlico","140.13",43290,15.9,12726,12,31,38.4,18.5,3.8
"NC","Pasquotank","143.52",40388,14.3,39824,13,32,32.9,22.1,4.6
"NC","Pender","165.94",38338,11.5,63060,12.2,27.6,32.2,27.9,3.9
"NC","Perquimans","146.27",41804,15,13463,13.1,28.7,38,20.2,5
"NC","Person","140.04",39119,15.4,39490,13.5,37.4,33.5,15.6,4.2
"NC","Pitt","125.95",43325,19.2,180742,10.7,23.8,32.8,32.7,4.2
"NC","Polk","173.86",45459,12.1,20724,9.2,25.1,36.6,29.1,3.8
"NC","Randolph","124.52",38892,14.1,143667,18.5,33.5,32.3,15.7,3.8
"NC","Richmond","145.50",35630,25.8,44829,19.1,32.2,33,15.7,5.3
"NC","Robeson","128.35",30423,31.5,130625,22.7,33.4,30.2,13.7,5.4
"NC","Rockingham","124.24",38419,18.4,91010,17.3,34.9,32.7,15.1,4.4
"NC","Rowan","137.82",40213,13.9,142088,14.4,32.6,34.5,18.5,4
"NC","Rutherford","149.14",34021,18.5,67029,16.2,32.5,33.5,17.8,4.9
"NC","Sampson","143.46",35871,16.8,63531,20.7,34.2,31.4,13.7,3.9
"NC","Scotland","114.47",33938,28.5,34823,19.8,33.9,30.8,15.5,6.6
"NC","Stanly","137.29",40157,10.7,62806,14.7,33.3,34.7,17.3,3.7
"NC","Stokes","133.07",38835,13,45591,16.2,40,29.7,14.1,3.6
"NC","Surry","127.69",39525,16,71783,20.5,28.9,32.5,18,3.7
"NC","Swain","155.53",40819,16.1,14271,20.2,30.6,31,18.2,4
"NC","Transylvania","168.53",42515,13.1,34385,11,26.8,29.6,32.6,3.7
"NC","Union","157.65",53417,7.3,239859,10.4,24.6,29.7,35.4,3.5
"NC","Vance","119.07",35278,18.5,44535,19.6,37,28.5,14.8,5.8
"NC","Wake","169.24",62264,8,1111761,7,15.1,25.1,52.8,3.3
"NC","Warren","132.00",30377,21.7,19731,18.4,36.7,29.1,15.8,5.7
"NC","Washington","127.42",37481,21.3,11580,16.3,37.4,34.8,11.5,5.9
"NC","Watauga","149.55",38720,21.4,56177,9.2,20.7,27.8,42.2,3.5
"NC","Wayne","127.65",39894,18.6,123131,15.5,30.5,35,19,4.1
"NC","Wilkes","124.19",37313,15.2,68412,19.9,31.7,32.6,15.8,4.1
"NC","Wilson","120.96",41339,21.5,81801,19.7,31.5,29.2,19.6,5.8
"NC","Yadkin","121.59",38816,13.9,37667,17.7,33.8,36.9,11.6,3.4
"NC","Yancey","153.03",37812,14.2,18069,15.5,33.2,31,20.3,3.8
"ND","Barnes","228.30",55764,9.9,10415,7.7,31.5,31.4,29.4,3
"ND","Burleigh","219.33",60117,6.9,95626,5.7,22.7,35.8,35.8,2.4
"ND","Cass","195.84",58783,11.4,181923,5.2,20.1,34.6,40.2,2
"ND","Foster","194.04",59570,8.8,3210,9.7,26,37.6,26.7,2.7
"ND","Grand Forks","204.32",53502,13.2,69451,4.9,22.2,37.3,35.6,2.1
"ND","Mercer","255.77",57936,7.7,8187,8.6,27,42.7,21.7,4.2
"ND","Morton","223.76",53454,7.9,31364,8.1,29.4,35.7,26.9,3
"ND","Pembina","140.11",60512,8.8,6801,10.4,31.8,37.1,20.6,3.5
"ND","Ramsey","226.53",50047,12.3,11519,8.1,28.8,36.8,26.4,2.9
"ND","Ransom","200.97",57933,8.7,5218,9,35.4,36.5,19.1,1.7
"ND","Richland","186.00",51045,12.4,16177,9.3,27.1,42.4,21.3,2.3
"ND","Stark","278.45",63942,8.5,31489,9.5,32.1,35.9,22.4,2
"ND","Stutsman","226.00",53065,10.8,20704,9.1,33.8,33.4,23.7,2.3
"ND","Traill","202.11",53140,8,8036,6.6,26,38.5,28.9,2.6
"ND","Walsh","179.91",51995,11.7,10641,14.6,33,35.2,17.2,3.3
"ND","Ward","231.03",56088,9,67641,6.3,30,34.4,29.3,2.5
"ND","Williams","395.90",68291,6.4,37589,9.5,27.1,39.9,23.6,1.8
"OH","Adams","139.99",35269,19.1,27698,19.8,44.5,22.5,13.2,6.8
"OH","Allen","126.64",43788,12.9,102351,9.7,38.8,32.5,18.9,4
"OH","Ashland","123.95",39977,12.6,53484,11.5,41.6,25.9,20.9,4.2
"OH","Ashtabula","116.84",39767,18.7,97241,14,44.6,27.2,14.3,4.8
"OH","Athens","139.03",34796,26.6,65327,10,35.1,24.7,30.2,5.3
"OH","Auglaize","137.78",49789,7.3,45656,7.3,43.5,30.3,18.9,3
"OH","Belmont","148.98",42987,11.6,67006,9.8,42.4,31.1,16.7,5.6
"OH","Brown","127.47",38401,12.1,43432,12.1,45.6,27.4,14.9,5
"OH","Butler","130.92",49146,11.7,383134,9.4,32.9,27.5,30.2,3.8
"OH","Carroll","142.98",40833,11.3,26914,10.5,49.7,26.5,13.3,5
"OH","Champaign","130.65",42432,7.7,38885,8.8,46.2,28.9,16.1,3.7
"OH","Clark","119.50",41811,14.6,134083,11.3,37.9,32.1,18.7,4.3
"OH","Clermont","137.50",55842,8.2,206428,9.8,32.4,29.3,28.6,3.7
"OH","Clinton","124.80",46599,14.8,41968,11.7,39.1,30.3,18.9,4.7
"OH","Columbiana","121.77",39311,13.2,101883,11.5,44.7,28.9,14.9,4.8
"OH","Coshocton","124.81",35962,12.5,36600,14.5,47.3,25,13.2,5.8
"OH","Crawford","106.95",39844,14.7,41494,9.8,46.8,29,14.4,4.7
"OH","Cuyahoga","114.24",56502,16.2,1235072,10.2,27.8,29.5,32.5,4.2
"OH","Darke","125.00",44297,12.1,51113,9.2,46.9,28.2,15.8,3.7
"OH","Defiance","119.54",42003,8.8,38087,8.8,42.1,31.1,18,4.2
"OH","Delaware","146.03",75778,4.8,209177,3.6,18.3,23.8,54.3,3.1
"OH","Erie","115.65",61821,11.6,74266,8.2,37.2,31.4,23.2,4.9
"OH","Fairfield","139.13",47295,8.1,157574,7.4,34,31,27.6,3.7
"OH","Fayette","128.60",40002,13.6,28525,14.3,45.9,23.5,16.3,3.9
"OH","Franklin","155.38",51644,13.5,1316756,8.8,24.6,26.5,40,3.5
"OH","Fulton","123.49",46811,6.9,42126,8.7,41.7,31.9,17.6,4.1
"OH","Gallia","128.02",40038,16.5,29898,16,41.2,26.9,15.9,5.4
"OH","Geauga","119.37",70955,5.5,93649,9.8,25.3,26.9,38,3.5
"OH","Greene","131.76",51509,9.9,168937,6.2,24.5,30.1,39.2,3.7
"OH","Guernsey","146.67",41613,15.5,38875,14.5,42.7,28.2,14.6,5.5
"OH","Hamilton","134.38",61732,14.6,817473,8.6,26.3,27.2,37.9,3.8
"OH","Hancock","126.40",51762,9.3,75783,7.5,36,29.4,27.1,3.2
"OH","Hardin","129.80",33788,13.9,31365,10.5,48,25.2,16.2,4.2
"OH","Harrison","136.31",39209,14.5,15040,13.2,47.9,27.3,11.6,5.3
"OH","Henry","130.50",46006,7.5,27006,6.5,44.5,31.9,17.2,4.6
"OH","Highland","124.39",37317,15.6,43161,14.9,45.4,26.3,13.4,5.2
"OH","Hocking","142.27",38975,15,28264,10.9,45.6,29.1,14.4,4.6
"OH","Holmes","137.38",46876,9.2,43960,43.1,32.9,14.4,9.7,3
"OH","Huron","115.68",41797,10,58266,11.5,46.2,28,14.4,5.7
